term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37
إ.ب.راه.يم,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.116521739130435,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ب.ق.ي..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0945882352941176,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ث.و.ب,0.0133333333333333,0.0708771929824561,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0569014084507042,0.00114285714285714,0.000754716981132075,0.000655737704918033
ج.ع.ل..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.131803278688525
ح.ر.ب,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.0602985074626866,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0475294117647059,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
خ.ن.د.ق,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.229714285714286,0.000754716981132075,0.000655737704918033
د.خ.ل,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.0602985074626866,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0475294117647059,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ر.فاع,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.131803278688525
س.ماء,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.141052631578947,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
صاح.ب,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.0304477611940299,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.154871794871795,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ف.ت.ح..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.024,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.0585507246376812,0.0133333333333333,0.0287323943661972,0.00114285714285714,0.000754716981132075,0.000655737704918033
ق.ر.ي.ش,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.226666666666667,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0901492537313433,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ك.ل..م,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.131803278688525
م.ل.أ.ك,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.151698113207547,0.000655737704918033
أ.ش.ه.ل,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.113962264150943,0.000655737704918033
أ.ن.صار,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.0990163934426229
إ.س.ماع.يل,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.172571428571429,0.000754716981132075,0.000655737704918033
العرقة,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.087536231884058,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
باد..,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.172571428571429,0.000754716981132075,0.000655737704918033
جاه.د,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0901492537313433,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ج.ب.ر.ئ.يل,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.087536231884058,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ح.د.يث,0.0133333333333333,0.0708771929824561,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.0304477611940299,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
خال.د,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.105964912280702,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
خ.ز.ر.ج,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0304477611940299,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.0762264150943396,0.000655737704918033
خ.ي.م.ة,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.113962264150943,0.000655737704918033
د.م,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.154871794871795,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ر.ق...,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.087536231884058,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
صال.ح,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.0850704225352113,0.00114285714285714,0.000754716981132075,0.000655737704918033
ض.غ.ط,0.0133333333333333,0.105964912280702,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
عاص.م,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.0710588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
ع.ي.ن,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.154871794871795,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
مال,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.172571428571429,0.000754716981132075,0.000655737704918033
م.ش.ي,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0901492537313433,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
م.ص.ع.ب,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.172571428571429,0.000754716981132075,0.000655737704918033
ه,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.208275862068966,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
و.ج.ه,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.107368421052632,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.103589743589744,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
و.ض.ع,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00137931034482759,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.0990163934426229
و.فاة,0.0133333333333333,0.000701754385964912,0.0133333333333333,0.00210526315789474,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00444444444444444,0.0133333333333333,0.0133333333333333,0.000470588235294118,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.000597014925373134,0.00102564102564103,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00444444444444444,0.0133333333333333,0.00114285714285714,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.208275862068966,0.000701754385964912,0.000579710144927536,0.0133333333333333,0.000563380281690141,0.00114285714285714,0.000754716981132075,0.000655737704918033
