term,servus_bonus_dominus_domina_medicus_ancilla_video,urbs_miles_domus_pater_totus_neo_exercitus,urbs_romani_postquam_bellum_primus_chr_n,defendo_malus_finis_civitas_tandem_oppidum_subito,pugno_germanus_vir_nonne_bestia_harena_miser,deus_imperator_colo_agricola_ager_domus_romanus,facio_castra_legio_ito_exercitus_tempus_cognosco,amicus_lucius_marcus_video_alius_venio_campus,senatus_jubeo_aeneus_mors_periculum_tantus_filius,mercator_navis_pirata_ito_capio_italiae_alius,juvenis_alius_dominus_tonsor_servus_locus_ludo,romani_senator_publicus_consul_rex_populus_civis
romani,0.000105853710172542,0.00017102787754404,0.0764795658809564,0.000142918393597256,0.000138946783381965,0.0300706840781119,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0678249780824101
servus,0.100666878374087,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0478368591576139,7.97003267713398e-05
ito,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0300706840781119,0.0403136624107771,0.024987541823877,0.000140904607580668,0.0463290749576728,0.000190585096245474,7.97003267713398e-05
video,0.0371546522705621,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,0.046344415177618,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
bonus,0.0689107653223245,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0359448473738742
deus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0899724451898886,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
amicus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0748202463159394,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
marcus,0.0371546522705621,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0499038940699082,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
alius,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0285470207161672,0.000140904607580668,0.0386332153301524,0.0573661139698875,7.97003267713398e-05
imperator,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0279283034597749,0.0899724451898886,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00406471666533833
dominus,0.0636180798136975,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0573661139698875,7.97003267713398e-05
facio,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0287265971130484,0.000138946783381965,0.000119803522223553,0.0704735096008847,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
urbs,0.000105853710172542,0.0600307850179579,0.0849584534509072,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
lucius,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0605823307467787,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
agricola,0.031861966761935,0.00017102787754404,0.0171273528913007,0.000142918393597256,0.000138946783381965,0.0480412124116449,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
mercator,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0214280629315868,0.000140904607580668,0.0771125134677543,0.000190585096245474,7.97003267713398e-05
exercitus,0.000105853710172542,0.034376603386352,0.0256062404612515,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0403136624107771,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
jubeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0140336251215784,0.00610997963340122,0.0202070976173721,7.11895778458034e-05,0.0565027476398478,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
senator,0.00539853921879962,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0558699290667092
navis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.0771125134677543,0.000190585096245474,7.97003267713398e-05
publicus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0478998963895752
jam,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.0212765957446809,0.000153917192550408,0.000190585096245474,0.0279748146967403
legio,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0121001557445789,0.0553935860058309,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
populus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,0.0399298637124412
tempus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0302603800140746,0.024987541823877,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
castra,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0604202272041822,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
causa,0.000105853710172542,0.034376603386352,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0232414960751116,0.000190585096245474,7.97003267713398e-05
consul,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0478998963895752
dico,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.000119803522223553,0.000100532823967025,0.0143091051470065,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0200047820196063
domina,0.0636180798136975,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
hostis,0.000105853710172542,0.00017102787754404,0.0340851280312023,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
miles,0.000105853710172542,0.0600307850179579,0.000169577751399016,0.000142918393597256,0.0348756426288731,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pugno,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0765596776434626,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
civis,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0399298637124412
domus,0.000105853710172542,0.042927997263554,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0360608601892896,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
rex,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0439148800510082
venio,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0285470207161672,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
ago,0.000105853710172542,0.02582520950915,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0192490947207928,7.97003267713398e-05
colo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0600215646340002,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
habeo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0180903318557566,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0279748146967403
homo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0215806774331857,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0192490947207928,0.0120347493424723
interrogo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.024987541823877,0.000140904607580668,0.000153917192550408,0.0192490947207928,0.00406471666533833
laboro,0.031861966761935,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
locus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.0078497768200708,0.0478368591576139,7.97003267713398e-05
malus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0501643561526368,0.000138946783381965,0.0180903318557566,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
primus,0.000105853710172542,0.00017102787754404,0.0425640156011531,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.0155456364475912,0.000190585096245474,7.97003267713398e-05
tandem,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0358725167929112,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0200047820196063
vir,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0418229817979714,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.00971983990851915,7.97003267713398e-05
asia,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0232414960751116,0.000190585096245474,0.0239897983581733
cunctus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0279748146967403
defendo,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.0573102758324996,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
gaius,0.031861966761935,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
intro,0.0212765957446809,0.00017102787754404,0.000169577751399016,0.0215806774331857,0.000138946783381965,0.0121001557445789,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
medicus,0.0424473377791892,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0078497768200708,0.000190585096245474,7.97003267713398e-05
omnis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.0283218261237142,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
postquam,0.000105853710172542,0.00017102787754404,0.0595217907410548,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0142313653656475,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
puto,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.024987541823877,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
saepis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0178685840392966,0.000140904607580668,0.030937355702632,0.000190585096245474,7.97003267713398e-05
senatus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0635479780188812,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
terra,0.000105853710172542,0.034376603386352,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0386332153301524,0.000190585096245474,7.97003267713398e-05
aeneus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0565027476398478,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
ager,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.0420510363004672,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
ancilla,0.0424473377791892,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
campus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0285470207161672,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
consulo,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.030937355702632,0.000190585096245474,0.0160197656810393
copia,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.00728883807346005,0.000138946783381965,0.000119803522223553,0.0202070976173721,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0120347493424723
do,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0209809642906767,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
duco,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0240805079669342,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
hodie,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0285470207161672,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
mors,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0565027476398478,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
nonne,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0418229817979714,0.000119803522223553,0.000100532823967025,0.00719014736242614,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pater,0.000105853710172542,0.042927997263554,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0212765957446809,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
pirata,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0617207942127136,0.000190585096245474,7.97003267713398e-05
propero,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.00971983990851915,0.0279748146967403
provincia,0.000105853710172542,0.00017102787754404,0.0340851280312023,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0160197656810393
romam,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0300706840781119,0.000100532823967025,0.0107496262547163,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
saluto,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.0180903318557566,0.000100532823967025,0.0178685840392966,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
voco,0.031861966761935,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00804973300390532
aedificium,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.024987541823877,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
antiquus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0214280629315868,0.00718613498661406,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
audio,0.00539853921879962,0.00017102787754404,0.000169577751399016,0.0144347577533229,0.000138946783381965,0.000119803522223553,0.0151804564190208,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00406471666533833
aula,0.0371546522705621,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
capio,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.0463290749576728,0.000190585096245474,7.97003267713398e-05
cognosco,0.000105853710172542,0.00872242175474602,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0302603800140746,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
dies,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.0239897983581733
filius,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.0353670565027476,0.000153917192550408,0.000190585096245474,0.00406471666533833
finis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.0501643561526368,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
frumentum,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.00512717402231829,7.11895778458034e-05,0.000140904607580668,0.030937355702632,0.000190585096245474,7.97003267713398e-05
germanus,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.0487703209670696,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
imperium,0.000105853710172542,0.02582520950915,0.0171273528913007,0.000142918393597256,0.0140336251215784,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
italiae,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.00363066847013597,0.000140904607580668,0.0463290749576728,0.000190585096245474,7.97003267713398e-05
iulia,0.0371546522705621,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
juvenis,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.0668953687821612,7.97003267713398e-05
magistratus,0.000105853710172542,0.00017102787754404,0.00864846532134984,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.0252337388157233,7.11895778458034e-05,0.00718613498661406,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
nomen,0.000105853710172542,0.00017102787754404,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0214280629315868,0.000140904607580668,0.000153917192550408,0.000190585096245474,0.00406471666533833
noster,0.000105853710172542,0.02582520950915,0.000169577751399016,0.0287265971130484,0.000138946783381965,0.000119803522223553,0.000100532823967025,7.11895778458034e-05,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
oro,0.000105853710172542,0.017273815631948,0.000169577751399016,0.000142918393597256,0.000138946783381965,0.000119803522223553,0.000100532823967025,0.0178685840392966,0.000140904607580668,0.000153917192550408,0.000190585096245474,7.97003267713398e-05
