term,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12
hoc,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0309911015648972,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.0139382344902979
homines,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
ire,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
itinere,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0549330418147035
legatos,0.000398565165404544,0.000259134490800726,0.0397311721684127,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
mittunt,0.000398565165404544,0.000259134490800726,0.0397311721684127,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
omnia,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
oratione,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0785463071512309,0.000273298715496037
orgetorix,0.000398565165404544,0.000259134490800726,0.0100810436845226,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
parte,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
propter,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
quibus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.000273298715496037
quin,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.024769305488101,0.0141313383208645,0.000390777647518562,0.0276031702650998
sequanos,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sua,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.0276031702650998
suo,0.000398565165404544,0.013215859030837,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
tempore,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0139382344902979
tres,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
agrum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
allobrogibus,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
allobrogum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0243195361571912,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
arari,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
belgae,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
cassium,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
castris,0.0203268234356317,0.0261725835708733,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
causa,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0590074247753029,0.000273298715496037
causam,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
ciuitas,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0733365711510442,0.00027708506511499,0.000390777647518562,0.000273298715496037
ciuitate,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0590074247753029,0.000273298715496037
conaretur,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0490529383195726,0.00027708506511499,0.000390777647518562,0.000273298715496037
contendit,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
cuius,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
dies,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.027985591576614,0.000390777647518562,0.000273298715496037
domo,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
dumnorigem,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.000237586124970302,0.000161056530842326,0.0188261351052049,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
facile,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
facilius,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
fidem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
gallos,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
garumna,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
germanis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
gratia,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
grauius,0.000398565165404544,0.000259134490800726,0.0100810436845226,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
haeduis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
hominum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0733365711510442,0.00027708506511499,0.000390777647518562,0.000273298715496037
ibi,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
ipsi,0.0203268234356317,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.000273298715496037
itineribus,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
locis,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.00821388307295861,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
magna,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0274096932292612,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
maleficio,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0162667096150749,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.024769305488101,0.00027708506511499,0.000390777647518562,0.000273298715496037
memoria,0.000398565165404544,0.000259134490800726,0.029847796007116,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
milia,0.000398565165404544,0.0391293081109096,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
nostram,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.0243195361571912,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
obsides,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.027985591576614,0.000390777647518562,0.000273298715496037
omnes,0.000398565165404544,0.0391293081109096,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
pacem,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.0557401255075674,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
partes,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
passuum,0.000398565165404544,0.0261725835708733,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0141313383208645,0.000390777647518562,0.000273298715496037
peruenit,0.0601833399760861,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
plurimum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.0139382344902979
populum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
possit,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.00821388307295861,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
prouincia,0.000398565165404544,0.0391293081109096,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
quas,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
quem,0.000398565165404544,0.0391293081109096,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
quorum,0.000398565165404544,0.0261725835708733,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0199296600234467,0.000273298715496037
regni,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0121168923734854,0.000161056530842326,0.0372831303063861,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
rerum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.0276031702650998
respondit,0.000398565165404544,0.000259134490800726,0.0199644198458193,0.0121168923734854,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
rhenum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0463332310524701,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
romanum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
sine,0.000398565165404544,0.000259134490800726,0.0100810436845226,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.027985591576614,0.000390777647518562,0.000273298715496037
sint,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.0418398448323635,0.000390777647518562,0.000273298715496037
solum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.0183336358685787,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0199296600234467,0.000273298715496037
suam,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.0733365711510442,0.00027708506511499,0.000390777647518562,0.000273298715496037
totius,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
uim,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.000237586124970302,0.000161056530842326,0.000369139904023625,0.00925757850789617,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.0394685423993748,0.000273298715496037
uirtute,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0239961986220005,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.0156489720773243,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
unum,0.000398565165404544,0.000259134490800726,0.000197667523225934,0.0358755048705156,0.000161056530842326,0.000369139904023625,0.00018152114721365,0.000306842589751458,0.000485672656629432,0.00027708506511499,0.000390777647518562,0.000273298715496037
